,Select Field #1,Select Field #2,Select Field #3,Select Field #4,Select Field #5,Select Field #6,,,,
id,Boat_Make,model,made_year,length,Footage_bin,beam,,,,
354,Angler Boat Corp,230 SUNDANCER,2000,20,<24',8,,,,
355,Angler Boat Corp,230 SUNDANCER LTD,2000,20,<24',8,,,,
356,Angler Boat Corp,230 SUNDANCER LTD,2000,22,<24',8.5,,,,
357,Angler Boat Corp,230 SUNDECK,2000,22,<24',8.5,,,,
358,Angler Boat Corp,230 SUNDECK,2000,24,<24',8.5,,,,
359,Angler Boat Corp,230 WEEKENDER,2000,25,25' to 34',9.416666667,,,,
360,Angler Boat Corp,230 WEEKENDER,2000,26,25' to 34',8.5,,,,
361,Angler Boat Corp,230 WEEKENDER,2000,31,25' to 34',10.33333333,,,,
362,Angler Boat Corp,230 WEEKENDER,1999,17,<24',6.833333333,,,,
363,Angler Boat Corp,230 WEEKENDER,1999,18,<24',7.666666667,,,,
364,Angler Boat Corp,24 CENTER CONSOLE,1999,19,<24',8.5,,,,
365,Angler Boat Corp,24 CENTER CONSOLE,1999,20,<24',8,,,,
366,Angler Boat Corp,24 CENTER CONSOLE,1999,22,<24',8.5,,,,
367,Angler Boat Corp,24 CENTER CONSOLE,1999,24,<24',8.5,,,,
368,Angler Boat Corp,24 CENTER CONSOLE HDTP,1999,25,25' to 34',9.416666667,,,,
369,Angler Boat Corp,24 CENTER CONSOLE HDTP,1998,17,<24',6.833333333,,,,
370,Angler Boat Corp,24 CUDDY CABIN,1998,18,<24',7.666666667,,,,
371,Angler Boat Corp,24 FLUSHDECK CUDDY,1998,20,<24',8,,,,
372,Angler Boat Corp,24 FLUSHDECK CUDDY,1998,22,<24',8.5,,,,
373,Angler Boat Corp,24 FLUSHDECK CUDDY,1998,24,<24',8.5,,,,
374,Angler Boat Corp,24 FLUSHDECK CUDDY,1998,25,25' to 34',9.416666667,,,,
375,Angler Boat Corp,240 BOW RIDER,1997,17,<24',7.166666667,,,,
376,Angler Boat Corp,240 BOW RIDER,1997,18,<24',7.583333333,,,,
377,Angler Boat Corp,240 BOW RIDER,1997,20,<24',8,,,,
378,Angler Boat Corp,240 BOW RIDER,1997,22,<24',8.5,,,,
379,Angler Boat Corp,240 OVERNIGHTER,1997,22,<24',8.5,,,,
380,Angler Boat Corp,240 OVERNIGHTER,1997,24,<24',8.5,,,,
381,Angler Boat Corp,240 OVERNIGHTER,1997,25,25' to 34',9.416666667,,,,
382,Angler Boat Corp,240 OVERNIGHTER,1996,17,<24',7.166666667,,,,
383,Angler Boat Corp,240 SELECT,1996,18,<24',7.583333333,,,,
384,Angler Boat Corp,240 SELECT,1996,20,<24',8,,,,
385,Angler Boat Corp,240 SUNDANCER,1996,20,<24',8,,,,
386,Angler Boat Corp,240 SUNDANCER,1996,22,<24',8.5,,,,
387,Angler Boat Corp,240 SUNDANCER,1996,24,<24',8.5,,,,
388,Angler Boat Corp,240 SUNDANCER,1996,25,25' to 34',9.416666667,,,,
389,Angler Boat Corp,240 SUNDANCER,1995,17,<24',7.166666667,,,,
390,Angler Boat Corp,240 SUNDANCER,1995,18,<24',7.583333333,,,,
391,Angler Boat Corp,240 SUNDANCER,1995,20,<24',8,,,,
392,Angler Boat Corp,240 SUNDANCER,1995,22,<24',8.5,,,,
393,Angler Boat Corp,240 SUNDANCER,1995,24,<24',8.5,,,,
394,Angler Boat Corp,240 SUNDANCER,1995,25,25' to 34',9.416666667,,,,
395,Angler Boat Corp,240 SUNDANCER,1994,17,<24',7.166666667,,,,
396,Angler Boat Corp,240 SUNDANCER,1994,18,<24',7.583333333,,,,
397,Angler Boat Corp,240 SUNDECK,1994,20,<24',8,,,,
398,Angler Boat Corp,240 SUNDECK,1994,22,<24',8.5,,,,
399,Angler Boat Corp,240 SUNDECK,1994,24,<24',8.5,,,,
400,Angler Boat Corp,240 SUNDECK,1994,25,25' to 34',9.416666667,,,,
401,Angler Boat Corp,240 SUNDECK,1993,17,<24',7.166666667,,,,
402,Angler Boat Corp,240 SUNDECK,1993,18,<24',7.583333333,,,,
403,Angler Boat Corp,240 SUNDECK,1993,20,<24',8,,,,
404,Angler Boat Corp,240 SUNDECK,1993,20,<24',7,,,,
405,Angler Boat Corp,240 SUNDECK,1993,22,<24',8.5,,,,
406,Angler Boat Corp,240 SUNDECK,1993,25,25' to 34',9.416666667,,,,
407,Angler Boat Corp,240 SUNDECK,1992,17,<24',7.166666667,,,,
408,Angler Boat Corp,245 AMBERJACK,1992,18,<24',7.583333333,,,,
409,Angler Boat Corp,245 CUDDY CRUISER,1992,20,<24',8,,,,
410,Angler Boat Corp,245 CUDDY FISHERMAN,1992,20,<24',8,,,,
411,Angler Boat Corp,245 CUDDY FISHERMAN,1992,22,<24',8.5,,,,
412,Angler Boat Corp,245 SEDAN BRIDGE,1992,22,<24',8.5,,,,
413,Angler Boat Corp,245 SUNDANCER,1992,25,25' to 34',9.416666667,,,,
414,Angler Boat Corp,245 WEEKENDER,1992,25,25' to 34',9.416666667,,,,
415,Angler Boat Corp,245 WEEKENDER,1991,17,<24',7.166666667,,,,
416,Angler Boat Corp,245 WEEKENDER,1991,18,<24',7.583333333,,,,
417,Angler Boat Corp,245 WEEKENDER,1991,19,<24',7.416666667,,,,
418,Angler Boat Corp,25 SUNDANCER,1991,19,<24',8,,,,
419,Angler Boat Corp,250 AMBERJACK,1991,19,<24',7.416666667,,,,
420,Angler Boat Corp,250 AMBERJACK,1991,20,<24',8,,,,
421,Angler Boat Corp,250 CUDDY CABIN,1991,20,<24',8,,,,
422,Angler Boat Corp,250 CUDDY FISHERMAN,1991,22,<24',8.5,,,,
423,Angler Boat Corp,250 EXPRESS CRUISER,1991,22,<24',8.5,,,,
424,Angler Boat Corp,250 SLN,1991,25,25' to 34',9.416666667,,,,
425,Angler Boat Corp,250 SLX,1991,25,25' to 34',9.416666667,,,,
426,Angler Boat Corp,250 SLX,1990,17,<24',7.166666667,,,,
427,Angler Boat Corp,250 SLX,1990,18,<24',7.583333333,,,,
428,Angler Boat Corp,250 SLX,1990,19,<24',7.416666667,,,,
429,Angler Boat Corp,250 SLX,1990,19,<24',8,,,,
430,Angler Boat Corp,250 SLX,1990,20,<24',8,,,,
431,Angler Boat Corp,250 SUNDANCER,1990,20,<24',8,,,,
432,Angler Boat Corp,250 SUNDANCER,1990,22,<24',8.5,,,,
433,Angler Boat Corp,250 SUNDANCER,1990,25,25' to 34',9.416666667,,,,
434,Angler Boat Corp,250 SUNDANCER,1989,17,<24',7.166666667,,,,
435,Angler Boat Corp,250 SUNDANCER,1989,18,<24',7.583333333,,,,
436,Angler Boat Corp,250 SUNDANCER,1989,19,<24',7.416666667,,,,
437,Angler Boat Corp,250 SUNDANCER,1989,19,<24',8,,,,
438,Angler Boat Corp,250 WEEKENDER,1989,19,<24',8,,,,
439,Angler Boat Corp,255 AMBERJACK,1989,20,<24',8,,,,
440,Angler Boat Corp,255 AMBERJACK,1989,22,<24',8.5,,,,
441,Angler Boat Corp,255 EXPRESS CRUISER,1988,17,<24',7.166666667,,,,
442,Angler Boat Corp,255 EXPRESS CRUISER,1988,18,<24',7.583333333,,,,
443,Angler Boat Corp,255 SEDAN BRIDGE,1988,19,<24',7.416666667,,,,
444,Angler Boat Corp,260 BOW RIDER,1988,20,<24',8,,,,
445,Angler Boat Corp,260 BOW RIDER,1988,22,<24',8,,,,
446,Angler Boat Corp,260 BOW RIDER,1987,16,<24',7.166666667,,,,
447,Angler Boat Corp,260 BOW RIDER,1987,18,<24',7.416666667,,,,
448,Angler Boat Corp,260 BOW RIDER SELECT,1987,18,<24',8,,,,
449,Angler Boat Corp,260 BOW RIDER SELECT,1987,20,<24',8,,,,
450,Angler Boat Corp,260 BOW RIDER SGNT SELECT,1987,20,<24',8,,,,
451,Angler Boat Corp,260 BR SGNTR SELECT,1987,20,<24',8,,,,
452,Angler Boat Corp,260 CLOSED BOW,1987,22,<24',8,,,,
453,Angler Boat Corp,260 CUDDY CABIN,1987,22,<24',8,,,,
454,Angler Boat Corp,260 CUDDY CABIN,1987,22,<24',8.5,,,,
455,Angler Boat Corp,260 EXPRESS,1987,26,25' to 34',9.75,,,,
456,Angler Boat Corp,260 OVERNIGHTER,1987,26,25' to 34',9.75,,,,
457,Angler Boat Corp,260 OVERNIGHTER,1986,16,<24',7.166666667,,,,
458,Angler Boat Corp,260 OVERNIGHTER,1986,18,<24',7.416666667,,,,
459,Angler Boat Corp,260 OVERNIGHTER,1986,18,<24',8,,,,
460,Angler Boat Corp,260 OVERNIGHTER,1986,20,<24',8,,,,
461,Angler Boat Corp,260 SUNDANCER,1986,20,<24',8,,,,
462,Angler Boat Corp,260 SUNDANCER,1986,22,<24',8,,,,
463,Angler Boat Corp,260 SUNDANCER,1986,22,<24',8.5,,,,
464,Angler Boat Corp,260 SUNDANCER,1986,26,25' to 34',9.75,,,,
465,Angler Boat Corp,260 SUNDANCER,1985,16,<24',7.166666667,,,,
466,Angler Boat Corp,260 SUNDANCER,1985,18,<24',7.416666667,,,,
467,Angler Boat Corp,260 SUNDANCER,1985,18,<24',8,,,,
468,Angler Boat Corp,260 SUNDANCER,1985,20,<24',8,,,,
469,Angler Boat Corp,260 SUNDANCER,1985,22,<24',8,,,,
470,Angler Boat Corp,260 SUNDANCER,1985,22,<24',8.5,,,,
471,Angler Boat Corp,260 SUNDANCER,1985,26,25' to 34',9.75,,,,
472,Angler Boat Corp,260 SUNDECK,1984,16,<24',7.166666667,,,,
473,Angler Boat Corp,260 SUNDECK,1984,18,<24',7.416666667,,,,
474,Angler Boat Corp,260 SUNDECK,1984,18,<24',8,,,,
475,Angler Boat Corp,260 SUNDECK,1984,20,<24',8,,,,
476,Angler Boat Corp,260 SUNDECK,1984,22,<24',8,,,,
477,Angler Boat Corp,260 SXL,1984,22,<24',8,,,,
478,Angler Boat Corp,260 WEEKENDER,1984,22,<24',8.5,,,,
479,Angler Boat Corp,260 WEEKENDER,1984,24,<24',8,,,,
480,Angler Boat Corp,260 WEEKENDER,1984,26,25' to 34',9.75,,,,
481,Angler Boat Corp,265 SEDAN BRIDGE,1984,27,25' to 34',8.75,,,,
482,Angler Boat Corp,265 WEEKENDER,1983,16,<24',7.166666667,,,,
483,Angler Boat Corp,265 WEEKENDER,1983,18,<24',7.416666667,,,,
484,Angler Boat Corp,265 WEEKENDER,1983,18,<24',8,,,,
485,Angler Boat Corp,265 WEEKENDER,1983,20,<24',8,,,,
486,Angler Boat Corp,268 SUNDANCER,1983,20,<24',8,,,,
487,Angler Boat Corp,268 SUNDANCER,1983,22,<24',8,,,,
488,Angler Boat Corp,268 SUNDANCER,1983,23,<24',8,,,,
489,Angler Boat Corp,268 WEEKENDER,1983,26,25' to 34',9.75,,,,
490,Angler Boat Corp,270 AMBERJACK,1983,27,25' to 34',8.75,,,,
491,Angler Boat Corp,270 AMBERJACK,1982,27,25' to 34',8.75,,,,
492,Angler Boat Corp,270 AMBERJACK,1981,16,<24',6.666666667,,,,
493,Angler Boat Corp,270 AMBERJACK,1981,16,<24',7.166666667,,,,
494,Angler Boat Corp,270 AMBERJACK,1981,18,<24',7.416666667,,,,
495,Angler Boat Corp,270 HARD TOP,1981,18,<24',7.416666667,,,,
496,Angler Boat Corp,270 SEADANCER EXPRESS,1981,18,<24',7.416666667,,,,
497,Angler Boat Corp,270 SEDAN BRIDGE,1981,18,<24',7.416666667,,,,
498,Angler Boat Corp,270 SEDAN BRIDGE,1981,20,<24',8,,,,
499,Angler Boat Corp,270 SLX,1981,20,<24',8,,,,
500,Angler Boat Corp,270 SLX,1981,22,<24',8,,,,
501,Angler Boat Corp,270 SLX,1981,23,<24',8,,,,
502,Angler Boat Corp,270 SLX,1981,27,25' to 34',8.75,,,,
503,Angler Boat Corp,270 SLX,1980,15,<24',5.916666667,,,,
504,Angler Boat Corp,270 SLX,1980,16,<24',6.666666667,,,,
505,Angler Boat Corp,270 SLX,1980,16,<24',7.166666667,,,,
506,Angler Boat Corp,270 SUNDANCER,1980,16,<24',8,,,,
507,Angler Boat Corp,270 SUNDANCER,1980,17,<24',7.166666667,,,,
508,Angler Boat Corp,270 SUNDANCER,1980,18,<24',7.416666667,,,,
509,Angler Boat Corp,270 SUNDANCER,1980,19,<24',7.416666667,,,,
510,Angler Boat Corp,270 SUNDANCER,1980,20,<24',8,,,,
511,Angler Boat Corp,270 SUNDANCER,1980,22,<24',8,,,,
512,Angler Boat Corp,270 SUNDANCER,1980,24,<24',8,,,,
513,Angler Boat Corp,270 SUNDANCER,1979,15,<24',5.916666667,,,,
514,Angler Boat Corp,270 SUNDANCER,1979,16,<24',6.666666667,,,,
515,Angler Boat Corp,270 SUNDANCER,1979,17,<24',7.166666667,,,,
516,Angler Boat Corp,270 SUNDANCER,1979,18,<24',7.416666667,,,,
517,Angler Boat Corp,270 SUNDANCER,1979,19,<24',7.5,,,,
518,Angler Boat Corp,270 SUNDANCER,1979,20,<24',8,,,,
519,Angler Boat Corp,270 SUNDANCER SE,1979,20,<24',8,,,,
520,Angler Boat Corp,270 SUNDECK,1979,22,<24',8,,,,
521,Angler Boat Corp,270 SUNDECK,1979,23,<24',8,,,,
522,Angler Boat Corp,270 SUNDECK,1978,16,<24',6.666666667,,,,
523,Angler Boat Corp,270 SUNDECK,1978,16,<24',7.166666667,,,,
524,Angler Boat Corp,270 SUNDECK,1978,18,<24',7.416666667,,,,
525,Angler Boat Corp,270 WEEKENDER,1978,18,<24',8,,,,
526,Angler Boat Corp,270 WEEKENDER,1978,18,<24',7.416666667,,,,
527,Angler Boat Corp,270 WEEKENDER,1978,20,<24',8,,,,
528,Angler Boat Corp,280 BOW RIDER,1978,20,<24',8,,,,
529,Angler Boat Corp,280 BOW RIDER,1978,23,<24',8,,,,
530,Angler Boat Corp,280 BOW RIDER,1977,15,<24',5.916666667,,,,
531,Angler Boat Corp,280 BOW RIDER,1977,16,<24',6.666666667,,,,
532,Angler Boat Corp,280 CUDDY CABIN,1977,16,<24',7.166666667,,,,
533,Angler Boat Corp,280 CUDDY CABIN,1977,16,<24',6.666666667,,,,
534,Angler Boat Corp,280 CUDDY CABIN,1977,18,<24',7.166666667,,,,
535,Angler Boat Corp,280 CUDDY CABIN,1977,18,<24',7.416666667,,,,
536,Angler Boat Corp,280 SLX,1977,18,<24',7.416666667,,,,
537,Angler Boat Corp,280 SUN SPORT,1977,18,<24',7.416666667,,,,
538,Angler Boat Corp,280 SUN SPORT,1977,19,<24',7.416666667,,,,
539,Angler Boat Corp,280 SUN SPORT,1977,20,<24',8,,,,
540,Angler Boat Corp,280 SUN SPORT,1977,22,<24',8,,,,
541,Angler Boat Corp,280 SUN SPORT,1977,24,<24',8,,,,
542,Angler Boat Corp,280 SUN SPORT ANNV,1976,16,<24',6.666666667,,,,
543,Angler Boat Corp,280 SUNDANCER,1976,16,<24',6.666666667,,,,
544,Angler Boat Corp,280 SUNDANCER,1976,18,<24',7.416666667,,,,
545,Angler Boat Corp,280 SUNDANCER,1976,18,<24',8,,,,
546,Angler Boat Corp,280 SUNDANCER,1976,20,<24',8,,,,
547,Angler Boat Corp,280 SUNDANCER,1975,16,<24',6.666666667,,,,
548,Angler Boat Corp,280 SUNDANCER,1975,18,<24',7.416666667,,,,
549,Angler Boat Corp,280 SUNDANCER,1975,20,<24',8,,,,
550,Angler Boat Corp,280 SUNDANCER,1974,16,<24',6.666666667,,,,
551,Angler Boat Corp,280 SUNDANCER,1974,18,<24',7.416666667,,,,
552,Angler Boat Corp,280 SUNDECK,1974,18,<24',7.416666667,,,,
553,Angler Boat Corp,280 SUNDECK,1974,20,<24',8,,,,
554,Angler Boat Corp,280 SUNDECK,1973,16,<24',6.666666667,,,,
555,Angler Boat Corp,280 SUNDECK,1973,17,<24',7.416666667,,,,
556,Angler Boat Corp,280 SUNDECK,1973,18,<24',7.416666667,,,,
557,Angler Boat Corp,280 SUNRUNNER,1973,18,<24',7.416666667,,,,
558,Angler Boat Corp,280 WEEKENDER,1973,18,<24',7.416666667,,,,
559,Angler Boat Corp,29 WALKAROUND,1973,20,<24',8,,,,
560,Axis Wake Research,29 WALKAROUND,2018,20,<24',8.166666667,,,,
561,Axis Wake Research,290 AMBERJACK,2018,20,<24',8.166666667,,,,
562,Axis Wake Research,290 AMBERJACK,2018,22,<24',8.5,,,,
563,Axis Wake Research,290 AMBERJACK,2018,23,<24',8.5,,,,
564,Axis Wake Research,290 AMBERJACK,2018,24,<24',8.5,,,,
565,Axis Wake Research,290 AMBERJACK,2017,20,<24',8.166666667,,,,
566,Axis Wake Research,290 BOW RIDER,2017,20,<24',8.166666667,,,,
567,Axis Wake Research,290 BOW RIDER,2017,22,<24',8.5,,,,
568,Axis Wake Research,290 SLX,2017,22,<24',8.5,,,,
569,Axis Wake Research,290 SLX,2017,23,<24',8.5,,,,
570,Axis Wake Research,290 SLX,2017,24,<24',8.5,,,,
571,Axis Wake Research,290 SUN SPORT,2017,24,<24',8.5,,,,
572,Axis Wake Research,290 SUN SPORT,2016,20,<24',8.166666667,,,,
573,Axis Wake Research,290 SUN SPORT,2016,22,<24',8.5,,,,
574,Axis Wake Research,290 SUN SPORT,2016,23,<24',8.5,,,,
575,Axis Wake Research,290 SUN SPORT,2016,24,<24',8.5,,,,
576,Axis Wake Research,290 SUN SPORT,2015,20,<24',8.166666667,,,,
577,Axis Wake Research,290 SUN SPORT,2015,22,<24',8.5,,,,
578,Axis Wake Research,290 SUN SPORT,2015,23,<24',8.5,,,,
579,Axis Wake Research,290 SUNDANCER,2015,24,<24',8.5,,,,
580,Axis Wake Research,290 SUNDANCER,2014,20,<24',8.166666667,,,,
581,Axis Wake Research,290 SUNDANCER,2014,22,<24',8.333333333,,,,
582,Axis Wake Research,290 SUNDANCER,2014,22,<24',8.5,,,,
583,Axis Wake Research,290 SUNDANCER,2014,24,<24',8.5,,,,
584,Axis Wake Research,290 SUNDANCER,2013,20,<24',8.166666667,,,,
585,Axis Wake Research,290 SUNDANCER,2013,22,<24',8.333333333,,,,
586,Axis Wake Research,290 SUNDANCER,2012,20,<24',8.166666667,,,,
587,Axis Wake Research,290 SUNDANCER,2012,22,<24',8.333333333,,,,
588,Axis Wake Research,290 SUNDANCER,2011,20,<24',8.166666667,,,,
589,Axis Wake Research,290 SUNDANCER,2011,22,<24',8.333333333,,,,
590,Axis Wake Research,290 SUNDANCER,2010,22,<24',8.333333333,,,,
591,Axis Wake Research,290 SUNDANCER,2009,22,<24',8.333333333,,,,
592,Axopar Boats,290 SUNDECK,2018,29,25' to 34',9.666666667,,,,
593,Axopar Boats,290 SUNDECK,2018,37,35' to 44',10.83333333,,,,
594,Axopar Boats,300 EXPRESS,2018,37,35' to 44',10.83333333,,,,
595,Axopar Boats,300 SEDAN BRIDGE,2018,37,35' to 44',10.83333333,,,,
596,Axopar Boats,300 SEDAN BRIDGE,2017,25,25' to 34',8.333333333,,,,
597,Axopar Boats,300 SEDAN BRIDGE,2017,29,25' to 34',9.666666667,,,,
598,Axopar Boats,300 SLX,2017,29,25' to 34',9.666666667,,,,
599,Axopar Boats,300 SLX,2017,37,35' to 44',10.83333333,,,,
600,Axopar Boats,300 SLX AXIUS,2017,37,35' to 44',10.83333333,,,,
601,Azimut,300 SLX AXIUS,2001,40,35' to 44',13.25,,,,
602,Azimut,300 SPORT BRIDGE,2001,44,35' to 44',13.5,,,,
603,Azimut,300 SUNDANCER,2001,49,45' to 54',14.5,,,,
604,Azimut,300 SUNDANCER,2001,57,55' to 64',15.58333333,,,,
605,Azimut,300 SUNDANCER,2001,58,55' to 64',15.75,,,,
606,Azimut,300 SUNDANCER,2000,40,35' to 44',13.25,,,,
607,Azimut,300 SUNDANCER,2000,44,35' to 44',13.5,,,,
608,Azimut,300 SUNDANCER,2000,49,45' to 54',14.5,,,,
609,Azimut,300 SUNDANCER,2000,52,45' to 54',14.58333333,,,,
610,Azimut,300 SUNDANCER,2000,58,55' to 64',15.75,,,,
611,Bayliner Marine Corp,300 SUNDANCER,2020,16,<24',7.166666667,,,,
612,Bayliner Marine Corp,300 SUNDANCER,2020,18,<24',6.916666667,,,,
613,Bayliner Marine Corp,300 SUNDANCER,2020,18,<24',7.5,,,,
614,Bayliner Marine Corp,300 SUNDANCER,2020,20,<24',8,,,,
615,Bayliner Marine Corp,300 SUNDANCER,2020,22,<24',8,,,,
616,Bayliner Marine Corp,300 SUNDANCER,2020,18,<24',7.416666667,,,,
617,Bayliner Marine Corp,300 SUNDANCER,2020,21,<24',7.75,,,,
618,Bayliner Marine Corp,300 SUNDANCER,2020,16,<24',7.416666667,,,,
619,Bayliner Marine Corp,300 SUNDECK,2020,16,<24',7.75,,,,
620,Bayliner Marine Corp,300 SUNDECK,2020,19,<24',7.416666667,,,,
621,Bayliner Marine Corp,300 SUNDECK,2020,20,<24',8.083333333,,,,
622,Bayliner Marine Corp,300 SUNDECK,2020,22,<24',8.583333333,,,,
623,Bayliner Marine Corp,300 WEEKENDER,2020,22,<24',8.5,,,,
624,Bayliner Marine Corp,300 WEEKENDER,2020,26,25' to 34',8.5,,,,
625,Bayliner Marine Corp,300 WEEKENDER,2019,16,<24',7.166666667,,,,
626,Bayliner Marine Corp,300 WEEKENDER,2019,18,<24',6.916666667,,,,
627,Bayliner Marine Corp,300 WEEKENDER,2019,18,<24',7.583333333,,,,
628,Bayliner Marine Corp,300 WEEKENDER,2019,18,<24',7.5,,,,
629,Bayliner Marine Corp,300 WEEKENDER,2019,20,<24',8,,,,
630,Bayliner Marine Corp,300 WEEKENDER,2019,22,<24',8,,,,
631,Bayliner Marine Corp,300 WEEKENDER,2019,18,<24',7.416666667,,,,
632,Bayliner Marine Corp,301 CRUISER,2019,21,<24',7.75,,,,
633,Bayliner Marine Corp,301 CRUISER,2019,16,<24',7.416666667,,,,
634,Bayliner Marine Corp,301 CRUISER,2019,16,<24',7.75,,,,
635,Bayliner Marine Corp,301 CRUISER,2019,19,<24',8.083333333,,,,
636,Bayliner Marine Corp,305 SEDAN BRIDGE,2019,19,<24',8.083333333,,,,
637,Bayliner Marine Corp,310 AMBERJACK,2019,19,<24',7.416666667,,,,
638,Bayliner Marine Corp,310 AMBERJACK,2019,20,<24',8.083333333,,,,
639,Bayliner Marine Corp,310 EXPRESS,2019,21,<24',8.5,,,,
640,Bayliner Marine Corp,310 EXPRESS CRUISER,2019,26,25' to 34',8.5,,,,
641,Bayliner Marine Corp,310 EXPRESS CRUISER,2018,16,<24',7.166666667,,,,
642,Bayliner Marine Corp,310 EXPRESS CRUISER,2018,18,<24',6.916666667,,,,
643,Bayliner Marine Corp,310 EXPRESS CRUISER,2018,18,<24',7.583333333,,,,
644,Bayliner Marine Corp,310 SEDAN,2018,19,<24',7.5,,,,
645,Bayliner Marine Corp,310 SEDAN,2018,20,<24',8,,,,
646,Bayliner Marine Corp,310 SLX,2018,22,<24',8,,,,
647,Bayliner Marine Corp,310 SLX AXIUS,2018,16,<24',7.416666667,,,,
648,Bayliner Marine Corp,310 SPORT BRIDGE,2018,18,<24',7.416666667,,,,
649,Bayliner Marine Corp,310 SPORT BRIDGE,2018,21,<24',7.75,,,,
650,Bayliner Marine Corp,310 SPORT BRIDGE,2018,16,<24',7.416666667,,,,
651,Bayliner Marine Corp,310 SPORT BRIDGE,2018,18,<24',7.75,,,,
652,Bayliner Marine Corp,310 SPORTBRIDGE,2018,19,<24',8.083333333,,,,
653,Bayliner Marine Corp,310 SUN SPORT,2018,19,<24',8.083333333,,,,
654,Bayliner Marine Corp,310 SUN SPORT,2018,19,<24',7.416666667,,,,
655,Bayliner Marine Corp,310 SUN SPORT,2018,21,<24',8.5,,,,
656,Bayliner Marine Corp,310 SUN SPORT,2018,26,25' to 34',8.5,,,,
657,Bayliner Marine Corp,310 SUNDANCER,2017,16,<24',7.416666667,,,,
658,Bayliner Marine Corp,310 SUNDANCER,2017,18,<24',7.416666667,,,,
659,Bayliner Marine Corp,310 SUNDANCER,2017,21,<24',7.75,,,,
660,Bayliner Marine Corp,310 SUNDANCER,2017,18,<24',7.75,,,,
661,Bayliner Marine Corp,310 SUNDANCER,2017,19,<24',8.083333333,,,,
662,Bayliner Marine Corp,310 SUNDANCER,2017,19,<24',7.416666667,,,,
663,Bayliner Marine Corp,310 SUNDANCER,2017,21,<24',8.5,,,,
664,Bayliner Marine Corp,310 SUNDANCER,2017,26,25' to 34',8.5,,,,
665,Bayliner Marine Corp,310 SUNDANCER,2017,16,<24',7.166666667,,,,
666,Bayliner Marine Corp,310 SUNDANCER,2017,18,<24',6.916666667,,,,
667,Bayliner Marine Corp,310 SUNDANCER,2017,18,<24',7.583333333,,,,
668,Bayliner Marine Corp,310 SUNDANCER,2017,20,<24',8,,,,
669,Bayliner Marine Corp,310 SUNDANCER,2017,22,<24',8,,,,
670,Bayliner Marine Corp,310 SUNDANCER,2016,16,<24',7.416666667,,,,
671,Bayliner Marine Corp,310 SUNDANCER,2016,18,<24',7.416666667,,,,
672,Bayliner Marine Corp,310 SUNDANCER AXIUS,2016,16,<24',7.416666667,,,,
673,Bayliner Marine Corp,310 SUNDANCER AXIUS,2016,19,<24',8.083333333,,,,
674,Bayliner Marine Corp,310 SUNDANCER AXIUS,2016,19,<24',7.416666667,,,,
675,Bayliner Marine Corp,310 SUNDANCER AXIUS,2016,21,<24',8.5,,,,
676,Bayliner Marine Corp,320 SUNDANCER,2016,26,25' to 34',8.5,,,,
677,Bayliner Marine Corp,320 SUNDANCER,2016,21,<24',8,,,,
678,Bayliner Marine Corp,320 SUNDANCER,2016,16,<24',7.166666667,,,,
679,Bayliner Marine Corp,320 SUNDANCER,2016,18,<24',6.916666667,,,,
680,Bayliner Marine Corp,320 SUNDANCER,2016,18,<24',7.583333333,,,,
681,Bayliner Marine Corp,330 EXPRESS CRUISER,2016,18,<24',7.583333333,,,,
682,Bayliner Marine Corp,330 EXPRESS CRUISER,2016,19,<24',7.916666667,,,,
683,Bayliner Marine Corp,330 EXPRESS CRUISER,2016,20,<24',8,,,,
684,Bayliner Marine Corp,330 EXPRESS CRUISER,2016,22,<24',8,,,,
685,Bayliner Marine Corp,330 EXPRESS CRUISER,2015,16,<24',7.416666667,,,,
686,Bayliner Marine Corp,330 EXPRESS CRUISER,2015,18,<24',7.416666667,,,,
687,Bayliner Marine Corp,330 EXPRESS CRUISER,2015,19,<24',8.083333333,,,,
688,Bayliner Marine Corp,330 SUNDANCER,2015,19,<24',8.083333333,,,,
689,Bayliner Marine Corp,330 SUNDANCER,2015,19,<24',7.416666667,,,,
690,Bayliner Marine Corp,330 SUNDANCER,2015,21,<24',8.5,,,,
691,Bayliner Marine Corp,330 SUNDANCER,2015,26,25' to 34',8.5,,,,
692,Bayliner Marine Corp,330 SUNDANCER,2015,21,<24',8,,,,
693,Bayliner Marine Corp,330 SUNDANCER,2015,16,<24',7.166666667,,,,
694,Bayliner Marine Corp,330 SUNDANCER,2015,18,<24',6.916666667,,,,
695,Bayliner Marine Corp,330 SUNDANCER,2015,18,<24',7.583333333,,,,
696,Bayliner Marine Corp,330 SUNDANCER,2015,19,<24',7.916666667,,,,
697,Bayliner Marine Corp,330 SUNDANCER,2015,21,<24',8.166666667,,,,
698,Bayliner Marine Corp,330 SUNDANCER,2014,16,<24',7.416666667,,,,
699,Bayliner Marine Corp,330 SUNDANCER,2014,18,<24',7.416666667,,,,
700,Bayliner Marine Corp,330 SUNDANCER AXIUS,2014,19,<24',8.083333333,,,,
701,Bayliner Marine Corp,330 SUNDANCER AXIUS,2014,21,<24',8.5,,,,
702,Bayliner Marine Corp,330 SUNDANCER AXIUS,2014,21,<24',8,,,,
703,Bayliner Marine Corp,330 SUNDANCER AXIUS,2014,16,<24',7.166666667,,,,
704,Bayliner Marine Corp,330 SUNDANCER AXIUS,2014,18,<24',6.916666667,,,,
